469,"Head of Poseidon, right, wearing taenia.","Upright trident, right and left dolphins swimming upwards."
470,"Head of Poseidon, right, wearing taenia.","Upright trident, right and left dolphins swimming upwards."
471,"Head of Poseidon, right, wearing taenia.","Upright trident, right and left dolphins swimming upwards."
472,"Head of Poseidon, right, wearing taenia.","Upright trident, right and left dolphins swimming upwards."
473,"Head of Poseidon, right, wearing taenia.","Upright trident, right and left dolphins swimming upwards."
474,"Head of Poseidon, right, wearing taenia.","Upright trident, right and left dolphins swimming upwards."
475,"Head of Poseidon, right, wearing taenia.","Upright trident, right and left dolphins swimming upwards."
476,"Head of Poseidon, right, wearing taenia.","Upright trident, right and left dolphins swimming upwards."
477,"Head of Poseidon, right, wearing taenia.","Upright trident, right and left dolphins swimming upwards."
478,"Head of Poseidon, right, wearing taenia.","Upright trident, right and left dolphins swimming upwards."
479,"Head of Poseidon, right, wearing taenia.","Upright trident, right and left dolphins swimming upwards."
480,"Head of Poseidon, right, wearing taenia.","Upright trident, right and left dolphins swimming upwards."
481,"Head of Poseidon, right, wearing taenia.","Upright trident, right and left dolphins swimming upwards."
482,"Head of Poseidon, right, wearing taenia.","Upright trident, right and left dolphins swimming upwards."
483,"Head of Poseidon, right, wearing taenia.","Upright trident, right and left dolphins swimming upwards."
484,"Head of Poseidon, right, wearing taenia.","Upright trident, right and left dolphins swimming upwards."
485,"Head of Poseidon, right, wearing taenia.","Upright trident, right and left dolphins swimming upwards."
486,"Head of (youthful) Dionysus, right, wearing ivy wreath.","Nude Poseidon standing facing, head left, chlamys over left shoulder, holding Nike standing left in outstretched right hand and trident in left arm."
487,"Head of (youthful) Dionysus, right, wearing ivy wreath.","Nude Poseidon standing facing, head left, chlamys over left shoulder, holding Nike standing left in outstretched right hand and trident in left arm."
488,"Head of (youthful) Dionysus, right, wearing ivy wreath.","Nude Poseidon standing facing, head left, chlamys over left shoulder, holding Nike standing left in outstretched right hand and trident in left arm."
489,"Head of (youthful) Dionysus, right, wearing ivy wreath.","Nude Poseidon standing facing, head left, chlamys over left shoulder, holding Nike standing left in outstretched right hand and trident in left arm."
490,"Head of (youthful) Dionysus, right, wearing ivy wreath.","Nude Poseidon standing facing, head left, chlamys over left shoulder, holding Nike standing left in outstretched right hand and trident in left arm."
491,"Head of (youthful) Dionysus, right, wearing ivy wreath.","Nude Poseidon standing facing, head left, chlamys over left shoulder, holding Nike standing left in outstretched right hand and trident in left arm."
492,"Head of (youthful) Dionysus, right, wearing ivy wreath.","Nude Poseidon standing facing, head left, chlamys over left shoulder, holding Nike standing left in outstretched right hand and trident in left arm."
493,"Head of (youthful) Dionysus, right, wearing ivy wreath.","Nude Poseidon standing facing, head left, chlamys over left shoulder, holding Nike standing left in outstretched right hand and trident in left arm."
494,"Head of (youthful) Dionysus, right, wearing ivy wreath.","Nude Poseidon standing facing, head left, chlamys over left shoulder, holding Nike standing left in outstretched right hand and trident in left arm."
495,"Head of (youthful) Dionysus, right, wearing ivy wreath.","Nude Poseidon standing facing, head left, chlamys over left shoulder, holding Nike standing left in outstretched right hand and trident in left arm."
496,"Head of (youthful) Dionysus, right, wearing ivy wreath.","Nude Poseidon standing facing, head left, chlamys over left shoulder, holding Nike standing left in outstretched right hand and trident in left arm."
497,"Head of (youthful) Dionysus, right, wearing ivy wreath.","Nude Poseidon standing facing, head left, chlamys over left shoulder, holding Nike standing left in outstretched right hand and trident in left arm."
498,"Head of (youthful) Dionysus, right, wearing ivy wreath.","Nude Poseidon standing facing, head left, chlamys over left shoulder, holding Nike standing left in outstretched right hand and trident in left arm."
499,"Head of (youthful) Dionysus, right, wearing ivy wreath.","Nude Poseidon standing facing, head left, chlamys over left shoulder, holding Nike standing left in outstretched right hand and trident in left arm."
500,"Head of (youthful) Dionysus, right, wearing ivy wreath.","Nude Poseidon standing facing, head left, chlamys over left shoulder, holding Nike standing left in outstretched right hand and trident in left arm."
501,"Head of (youthful) Dionysus, right, wearing ivy wreath.","Nude Poseidon standing facing, head left, chlamys over left shoulder, holding Nike standing left in outstretched right hand and trident in left arm."
502,"Head of (youthful) Dionysus, right, wearing ivy wreath.","Nude Poseidon standing facing, head left, chlamys over left shoulder, holding Nike standing left in outstretched right hand and trident in left arm."
503,"Head of (youthful) Dionysus, right, wearing ivy wreath.","Nude Poseidon standing facing, head left, chlamys over left shoulder, holding Nike standing left in outstretched right hand and trident in left arm."
504,"Head of (youthful) Dionysus, right, wearing ivy wreath.","Nude Poseidon standing facing, head left, chlamys over left shoulder, holding Nike standing left in outstretched right hand and trident in left arm."
505,"Head of (youthful) Dionysus, right, wearing ivy wreath.","Nude Poseidon standing facing, head left, chlamys over left shoulder, holding Nike standing left in outstretched right hand and trident in left arm."
506,"Head of (youthful) Dionysus, right, wearing ivy wreath.","Nude Poseidon standing facing, head left, chlamys over left shoulder, holding Nike standing left in outstretched right hand and trident in left arm."
507,"Head of (youthful) Dionysus, right, wearing ivy wreath.","Nude Poseidon standing facing, head left, chlamys over left shoulder, holding Nike standing left in outstretched right hand and trident in left arm."
546,"Head of Poseidon, right.",Dolphin swimming upwards.
547,"Head of Poseidon, right.",Dolphin swimming upwards.
548,"Head of Poseidon, right.",Dolphin swimming upwards.
549,"Head of Poseidon, right.",Dolphin swimming upwards.
550,"Head of Poseidon, right.",Dolphin swimming upwards.
551,"Head of Poseidon, right.","Upright trident entwined by a dolphin, head upwards."
552,"Head of Poseidon, right.","Upright trident entwined by a dolphin, head upwards."
553,"Head of Poseidon, right.","Upright trident entwined by a dolphin, head upwards."
554,"Head of Poseidon, right.","Upright trident entwined by a dolphin, head upwards."
555,"Head of Poseidon, right.","Upright trident entwined by a dolphin, head upwards."
556,"Head of Poseidon, right.","Upright trident entwined by a dolphin, head upwards."
557,"Head of Poseidon, right.","Upright trident entwined by a dolphin, head upwards."
558,"Head of Poseidon, right.","Upright trident entwined by a dolphin, head upwards."
559,"Head of Poseidon, right.","Upright trident entwined by a dolphin, head upwards."
560,"Head of Poseidon, right.","Upright trident entwined by a dolphin, head upwards."
561,"Head of Poseidon, right.","Upright trident entwined by a dolphin, head upwards."
562,"Head of Poseidon, right.","Upright trident entwined by a dolphin, head upwards."
563,"Head of Poseidon, right.","Upright trident entwined by a dolphin, head upwards."
564,"Head of Poseidon, right.","Inverted trident entwined by Dolphin, head downwards."
1049,"Diademed and draped bust of Julia Mamaea, right.","Poseidon standing facing, head left, holding fish in outstretched right hand, left resting on trident."
1050,"Diademed and draped bust of Julia Mamaea, right.","Poseidon standing left, holding fish in right hand, left resting on trident; right foot on a prow, left."
1051,"Diademed and draped bust of Julia Mamaea, right.","Poseidon standing right, resting right arm on trident, holding fish in left hand; left foot on a prow, right."
1052,"Diademed and draped bust of Julia Mamaea, right.","Poseidon standing right, resting right arm on trident, holding fish in left hand; left foot on a prow, right."
1053,"Diademed and draped bust of Julia Mamaea, right.","Poseidon standing right, resting right arm on trident, holding fish in left hand; left foot on a prow, right."
1083,"Laureate bust of Gordian III, right, wearing cuirass and paludamentum. Border of dots.","Poseidon standing left, holding fish in right hand, left resting on trident; right foot on a prow, left."
1539,"Head of Poseidon, left, wearing taenia; behind him trident.","Prow, left."
1540,"Head of Poseidon, left, wearing taenia; behind him trident.","Prow, left."
1541,"Head of Poseidon, left, wearing taenia; behind him trident.","Prow, left."
1542,"Head of Poseidon, left, wearing taenia; behind him trident.","Prow, left."
1543,"Head of Poseidon, left, wearing taenia; behind him trident.","Prow, left."
1544,"Head of Poseidon, left, wearing taenia; behind him trident.","Prow, left."
1545,"Head of Poseidon, left, wearing taenia; behind him trident.","Prow, left."
1547,"Veiled head of Demeter, right, wearing corn wreath.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder."
1548,"Veiled head of Demeter, right, wearing corn wreath.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder."
1549,"Veiled head of Demeter, right, wearing corn wreath.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder."
1550,"Veiled head of Demeter, right, wearing corn wreath.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder."
1551,"Veiled head of Demeter, right, wearing corn wreath.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder."
1559,"Head of Poseidon, left, wearing taenia.","Prow, left."
1560,"Head of Poseidon, left, wearing taenia.","Prow, left."
1561,"Head of Poseidon, left, wearing taenia.","Prow, left."
1562,"Head of Poseidon, left, wearing taenia.","Prow, left."
1563,"Head of Poseidon, right, wearing taenia.","Athena Promachos standing right, holding in her raised right hand a thunderbolt and in her outstretched left arm a shield."
1564,"Head of Poseidon, right, wearing taenia.","Athena Promachos standing right, holding in her raised right hand a thunderbolt and in her outstretched left arm a shield."
1565,"Head of Poseidon, right, wearing taenia.","Athena Promachos standing right, holding in her raised right hand a thunderbolt and in her outstretched left arm a shield."
1566,"Head of Poseidon, right, wearing taenia.","Athena Promachos standing right, holding in her raised right hand a thunderbolt and in her outstretched left arm a shield."
1567,"Head of Poseidon, right, wearing taenia.","Athena Promachos standing right, holding in her raised right hand a thunderbolt and in her outstretched left arm a shield."
1569,"Veiled head of Demeter, right, wearing corn wreath, earrings and necklace.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1571,"Veiled head of Demeter, right, wearing corn wreath, earrings and necklace.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1572,"Veiled head of Demeter, right, wearing corn wreath, earrings and necklace.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1573,"Veiled head of Demeter, right, wearing corn wreath, earrings and necklace.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1574,"Veiled head of Demeter, right, wearing corn wreath, earrings and necklace.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1575,"Veiled head of Demeter, right, wearing corn wreath, earrings and necklace.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1576,"Veiled head of Demeter, right, wearing corn wreath, earrings and necklace.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1577,"Veiled head of Demeter, right, wearing corn wreath, earrings and necklace.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1578,"Veiled head of Demeter, right, wearing corn wreath, earrings and necklace.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1579,"Veiled head of Demeter, right, wearing corn wreath, earrings and necklace.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1580,"Veiled head of Demeter, right, wearing corn wreath, earrings and necklace.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1581,"Veiled head of Demeter, right, wearing corn wreath, earrings and necklace.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1582,"Veiled head of Demeter, right, wearing corn wreath, earrings and necklace.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1583,"Veiled head of Demeter, right, wearing corn wreath, earrings and necklace.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1584,"Veiled head of Demeter, right, wearing corn wreath, earrings and necklace.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1585,"Veiled head of Demeter, right, wearing corn wreath, earrings and necklace.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1586,"Veiled head of Demeter, right, wearing corn wreath, earrings and necklace.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1587,"Veiled head of Demeter, right, wearing corn wreath, earrings and necklace.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1588,"Veiled head of Demeter, right, wearing corn wreath, earrings and necklace.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1589,"Veiled head of Demeter, right, wearing corn wreath, earrings and necklace.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1590,"Veiled head of Demeter, right, wearing corn wreath, earrings and necklace.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1591,"Veiled head of Demeter, right, wearing corn wreath, earrings and necklace.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1592,"Veiled head of Demeter, right, wearing corn wreath, earrings and necklace.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1593,"Veiled head of Demeter, right, wearing corn wreath, earrings and necklace.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1594,"Veiled head of Demeter, right, wearing corn wreath, earrings and necklace.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1595,"Veiled head of Demeter, right, wearing corn wreath, earrings and necklace.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1596,"Veiled head of Demeter, right, wearing corn wreath, earrings and necklace.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1597,"Veiled head of Demeter, right, wearing corn wreath, earrings and necklace.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1598,"Veiled head of Demeter, right, wearing corn wreath, earrings and necklace.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1599,"Veiled head of Demeter, right, wearing corn wreath, earrings and necklace.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1600,"Veiled head of Demeter, right, wearing corn wreath, earrings and necklace.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1601,"Veiled head of Demeter, right, wearing corn wreath, earrings and necklace.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1602,"Veiled head of Demeter, right, wearing corn wreath, earrings and necklace.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1603,"Veiled head of Demeter, right, wearing corn wreath, earrings and necklace.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1604,"Veiled head of Demeter, right, wearing corn wreath, earrings and necklace.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1605,"Veiled head of Demeter, right, wearing corn wreath, earrings and necklace.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1606,"Veiled head of Demeter, right, wearing corn wreath, earrings and necklace.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1607,"Veiled head of Demeter, right, wearing corn wreath, earrings and necklace.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1608,"Veiled head of Demeter, right, wearing corn wreath, earrings and necklace.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1609,"Veiled head of Demeter, right, wearing corn wreath, earrings and necklace.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1610,"Veiled head of Demeter, right, wearing corn wreath, earrings and necklace.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1611,"Veiled head of Demeter, right, wearing corn wreath, earrings and necklace.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to left, monogram. Ground line. Linear border."
1612,"Head of Poseidon, left, wearing taenia; behind him trident.","Prow with naval ram, left; behind, a coiling serpent; on it, Ethnic; in right field, monogram."
1762,"Veiled head of Demeter, right, wearing corn wreath.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1763,"Veiled head of Demeter, right, wearing corn wreath.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1764,"Veiled head of Demeter, right, wearing corn wreath.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1765,"Veiled head of Demeter, right, wearing corn wreath.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1766,"Veiled head of Demeter, right, wearing corn wreath.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1767,"Veiled head of Demeter, right, wearing corn wreath.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1768,"Veiled head of Demeter, right, wearing corn wreath.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1769,"Veiled head of Demeter, right, wearing corn wreath.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1770,"Veiled head of Demeter, right, wearing corn wreath.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1771,"Veiled head of Demeter, right, wearing corn wreath.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1772,"Veiled head of Demeter, right, wearing corn wreath.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1773,"Veiled head of Demeter, right, wearing corn wreath.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1774,"Head of Poseidon, left, wearing taenia.","Prow, left."
1875,"Head of Poseidon, right, wearing taenia.","Upright trident, right and left dolphins swimming upwards."
1876,"Head of Poseidon, right, wearing taenia.","Upright trident, right and left dolphins swimming upwards."
1877,"Head of Poseidon, right, wearing taenia.","Upright trident, right and left dolphins swimming upwards."
1878,"Head of Poseidon, right, wearing taenia.","Upright trident, right and left dolphins swimming upwards."
1879,"Head of Poseidon, right, wearing taenia.","Upright trident, right and left dolphins swimming upwards."
1880,"Head of Poseidon, right, wearing taenia.","Upright trident, right and left dolphins swimming upwards."
1881,"Head of Poseidon, right, wearing taenia.","Upright trident, right and left dolphins swimming upwards."
1882,"Head of Poseidon, right, wearing taenia.","Upright trident, right and left dolphins swimming upwards."
1883,"Head of (youthful) Dionysus, right, wearing ivy wreath.","Nude Poseidon standing facing, head left, chlamys over left shoulder, holding Nike standing left in outstretched right hand and trident in left arm."
1891,"Veiled head of Demeter, right, wearing corn wreath.","Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line."
1900,"Head of Poseidon, right.","Inverted trident entwined by Dolphin, head downwards."
1932,"Diademed and draped bust of Julia Mamaea, right.","Poseidon standing facing, head left, holding fish in outstretched right hand, left resting on trident."
1944,"Laureate head of Zeus, right. Border of dots.",Two conjoined foreparts of prancing horses; ornated with acanthus leaves.
1945,"Laureate head of Zeus, right. Border of dots.",Two conjoined foreparts of prancing horses; ornated with acanthus leaves.
1946,"Laureate head of Zeus, right. Border of dots.",Two conjoined foreparts of prancing horses; ornated with acanthus leaves.
1956,"Laureate head of Zeus, right. Border of dots.",Two conjoined foreparts of prancing horses.
1957,"Laureate head of Zeus, right. Border of dots.",Two conjoined foreparts of prancing horses.
1958,"Laureate head of Zeus, right. Border of dots.",Two conjoined foreparts of prancing horses.
1959,"Laureate head of Zeus, right. Border of dots.",Two conjoined foreparts of prancing horses.
1960,"Laureate head of Zeus, right. Border of dots.",Two conjoined foreparts of prancing horses.
1961,"Laureate head of Zeus, right. Border of dots.",Two conjoined foreparts of prancing horses.
1962,"Laureate head of Zeus, right. Border of dots.",Two conjoined foreparts of prancing horses.
1965,"Laureate head of Zeus, right.",Two conjoined foreparts of prancing horses.
1966,"Laureate head of Zeus, right.",Two conjoined foreparts of prancing horses.
1967,"Laureate head of Zeus, right.",Two conjoined foreparts of prancing horses.
2029,"Draped bust of Poseidon, right; in front,upright trident.",Dolphin swimming right.
2030,"Draped bust of Poseidon, right; in front,upright trident.",Dolphin swimming right.
2031,"Draped bust of Poseidon, right; in front,upright trident.",Dolphin swimming right.
2032,"Draped bust of Poseidon, right; in front,upright trident.",Dolphin swimming downwards. Ground line. Border of dots.
2033,"Draped bust of Poseidon, right; in front,upright trident.",Dolphin swimming downwards. Ground line. Border of dots.
2034,"Draped bust of Poseidon, right; in front,upright trident.",Dolphin swimming downwards. Ground line. Border of dots.
2035,"Draped bust of Poseidon, right; in front,upright trident.",Dolphin swimming downwards. Ground line. Border of dots.
2053,"Laureate head of bearded Heracles, left; club behind.","Zeus standing facing, head left, naked to waist, holding patera in outstretched right hand, left resting on sceptre; at his feet, eagle, standing left, head right, with half spread wings."
2058,"Laureate head of bearded Heracles, left; club behind.","Zeus standing facing, head left, naked to waist, holding patera in outstretched right hand, left resting on sceptre; at his feet, eagle, standing left, head right, with half spread wings."
2060,"Laureate head of bearded Heracles, left; club behind.","Zeus standing facing, head left, naked to waist, holding patera in outstretched right hand, left resting on sceptre; at his feet, eagle, standing left, head right, with half spread wings."
2063,"Laureate head of bearded Heracles, left; club behind.","Zeus standing facing, head left, naked to waist, holding patera in outstretched right hand, left resting on sceptre; at his feet, eagle, standing left, head right, with half spread wings."
2065,"Laureate head of bearded Heracles, left; club behind.","Zeus standing facing, head left, naked to waist, holding patera in outstretched right hand, left resting on sceptre; at his feet, eagle, standing left, head right, with half spread wings."
2066,"Laureate head of bearded Heracles, left; club behind.","Zeus standing facing, head left, naked to waist, holding patera in outstretched right hand, left resting on sceptre; at his feet, eagle, standing left, head right, with half spread wings."
2067,"Laureate head of bearded Heracles, left; club behind.","Zeus standing facing, head left, naked to waist, holding patera in outstretched right hand, left resting on sceptre; at his feet, eagle, standing left, head right, with half spread wings."
2069,"Laureate head of bearded Heracles, left; club behind.","Zeus standing facing, head left, naked to waist, holding patera in outstretched right hand, left resting on sceptre; at his feet, eagle, standing left, head right, with half spread wings."
